old.package	Old	new.package	New	evidence
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight	EvaluatorIterator	com.moonsworth.lunar.client.cosmetics.molang	EvaluatorIterator	Molang AST evaluator over com.eliotlash.molang (JIT path)
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight	MolangRuntime	com.moonsworth.lunar.client.cosmetics.molang	MolangRuntime	per-render Molang runtime: query.* variables + scope + molang JIT
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight	QueryDefaults	com.moonsworth.lunar.client.cosmetics.molang	QueryDefaults	default values for query.* variables
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight	QueryTransition	com.moonsworth.lunar.client.cosmetics.molang	QueryTransition	smoothed query transition state
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight.mixin	FunctionImpl	com.moonsworth.lunar.client.cosmetics.molang	FunctionImpl	custom Molang Function over an Evaluatable body
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight.mixin	MolangAnimationState	com.moonsworth.lunar.client.cosmetics.molang	MolangAnimationState	MolangBuiltin exposing animation state to scripts
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight.mixin	MolangCheckBiome	com.moonsworth.lunar.client.cosmetics.molang	MolangCheckBiome	query.biome builtin
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight.mixin	MolangCheckBiomeCategory	com.moonsworth.lunar.client.cosmetics.molang	MolangCheckBiomeCategory	query.biome_category builtin
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight.mixin	MolangCheckSnowyBiome	com.moonsworth.lunar.client.cosmetics.molang	MolangCheckSnowyBiome	query.is_snowy builtin
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight.mixin	MolangLightLevel	com.moonsworth.lunar.client.cosmetics.molang	MolangLightLevel	query.light_level builtin
com.moonsworth.lunar.client.cosmetics.inactive.mixin.highlight.mixin	MolangSmoothQuery	com.moonsworth.lunar.client.cosmetics.molang	MolangSmoothQuery	smoothed query builtin
com.moonsworth.lunar.client.cosmetics.inactive.mixin.holograms	EvaluatorImpl	com.moonsworth.lunar.client.cosmetics.molang	EvaluatorImpl	Molang JIT Evaluator subclass (crash reporter tag Molang JIT)
com.moonsworth.lunar.client.cosmetics.inactive.mixin.holograms	EmoteModel	com.moonsworth.lunar.client.cosmetics.emote	EmoteModel	emote playback model (BedrockAnimatedModel) resolving texture/animation providers
com.moonsworth.lunar.client.cosmetics.inactive.mixin.holograms	MolangResourceModel	com.moonsworth.lunar.client.cosmetics.emote	MolangResourceModel	EmoteModel whose resources come from MolangResourceProvider expressions
com.moonsworth.lunar.client.gui	BugReportCategory	com.moonsworth.lunar.client.ui	BugReportCategory	bug-report category enum (mod/gui/cosmetic/store/voice/launcher/other) for the report screen
com.moonsworth.lunar.client.gui	CompetitiveDisconnectScreen	com.moonsworth.lunar.client.ui	CompetitiveDisconnectScreen	Apollo competitive-disconnect GUI screen; PLAN ui/ holds screens
com.moonsworth.lunar.client.gui	EmptyScreen	com.moonsworth.lunar.client.ui	EmptyScreen	blank wrapper screen used by CheckoutUtils/Bridge.method18
com.moonsworth.lunar.client.gui	IllegalStateException	com.moonsworth.lunar.client.ui	IllegalStateException	GUI-specific IllegalStateException subclass (dead subclass of java.lang)
com.moonsworth.lunar.client.gui.blog	BlogPost	com.moonsworth.lunar.client.ui.blog	BlogPost	launcher blog post (title/imageUrl/link); PLAN ui/ holds blog
com.moonsworth.lunar.client.gui.blog	BlogPostDownloadTask	com.moonsworth.lunar.client.ui.blog	BlogPostDownloadTask	downloads blog post banner textures; blog subsystem
com.moonsworth.lunar.client.gui.external	ExternalLink	com.moonsworth.lunar.client.ui.external	ExternalLink	external-link interface (launcher/main menu integration); PLAN ui/ holds external links
com.moonsworth.lunar.client.gui.external	ExternalLinkRegistry	com.moonsworth.lunar.client.ui.external	ExternalLinkRegistry	registry/lookup of ExternalLink providers; external-link subsystem
com.moonsworth.lunar.client.gui.external	FancyMenuCompat	com.moonsworth.lunar.client.ui.external	FancyMenuCompat	reflection compat with de.keksuccino.fancymenu; external-link subsystem
com.moonsworth.lunar.client.gui.external	ModMenuCompat	com.moonsworth.lunar.client.ui.external	ModMenuCompat	reflection compat with ModMenu screens; external-link subsystem
com.moonsworth.lunar.client.gui.external.gui	GuiExternalLink	com.moonsworth.lunar.client.ui.external	GuiExternalLink	ExternalLink variant for screen buttons; flatten junk `gui` subpackage
com.moonsworth.lunar.client.gui.external.highlight	RecordingExternalLink	com.moonsworth.lunar.client.ui.external	RecordingExternalLink	ExternalLink variant for the recording UI; flatten junk `highlight` subpackage
com.moonsworth.lunar.client.gui.external.holograms	HologramExternalLink	com.moonsworth.lunar.client.ui.external	HologramExternalLink	ExternalLink variant for hologram display; flatten junk `holograms` subpackage
com.moonsworth.lunar.client.gui.external.mixin	MainMenuExternalLink	com.moonsworth.lunar.client.ui.external	MainMenuExternalLink	ExternalLink for the main-menu button (plain interface, not a real mixin); flatten junk `mixin`
com.moonsworth.lunar.client.gui.external.rewindhandlers	TurboExternalLink	com.moonsworth.lunar.client.ui.external	TurboExternalLink	ExternalLink variant for turbo/frame-unlock; flatten junk `rewindhandlers`
com.moonsworth.lunar.client.gui.notification	AnchorFunction	com.moonsworth.lunar.client.ui.notification	AnchorFunction	notification anchor resolver; PLAN ui/ holds notifications
com.moonsworth.lunar.client.gui.notification	FriendNotification	com.moonsworth.lunar.client.ui.notification	FriendNotification	friend online notification overlay
com.moonsworth.lunar.client.gui.notification	FriendNotificationLong	com.moonsworth.lunar.client.ui.notification	FriendNotificationLong	long-form friend notification variant
com.moonsworth.lunar.client.gui.notification	HostedWorldNotification	com.moonsworth.lunar.client.ui.notification	HostedWorldNotification	hosted-world notification overlay
com.moonsworth.lunar.client.gui.notification	NotificationAnchor	com.moonsworth.lunar.client.ui.notification	NotificationAnchor	topLeft/bottomLeft/topRight/bottomRight option enum
com.moonsworth.lunar.client.gui.notification	Notification	com.moonsworth.lunar.client.ui.notification	Notification	popup notification model (JsonProvider + Translatable)
com.moonsworth.lunar.client.gui.notification	NotificationType	com.moonsworth.lunar.client.ui.notification	NotificationType	info/success/warning/error/lunar notification icons
com.moonsworth.lunar.client.gui.prompt	ActivePrompt	com.moonsworth.lunar.client.ui.prompt	ActivePrompt	active prompt state; PLAN ui/ holds prompts
com.moonsworth.lunar.client.gui.prompt	BlockedActionPrompt	com.moonsworth.lunar.client.ui.prompt	BlockedActionPrompt	PromptAction blocking a user action
com.moonsworth.lunar.client.gui.prompt	MaliciousServerPrompt	com.moonsworth.lunar.client.ui.prompt	MaliciousServerPrompt	safety.maliciousServer.prompt with saveChoice
com.moonsworth.lunar.client.gui.prompt	MaliciousUrlPrompt	com.moonsworth.lunar.client.ui.prompt	MaliciousUrlPrompt	safety.maliciousUrl.prompt with saveChoice
com.moonsworth.lunar.client.gui.prompt	OpenUrlPrompt	com.moonsworth.lunar.client.ui.prompt	OpenUrlPrompt	gui.apollo.button.openUrlPrompt action
com.moonsworth.lunar.client.gui.prompt	PromptAction	com.moonsworth.lunar.client.ui.prompt	PromptAction	abstract prompt action base
com.moonsworth.lunar.client.gui.prompt	RunCommandPrompt	com.moonsworth.lunar.client.ui.prompt	RunCommandPrompt	gui.apollo.button.runCommandPrompt action
com.moonsworth.lunar.client.translation	CachedReplacement	com.moonsworth.lunar.client.chat.translation	CachedReplacement	replacement template interface for translated strings
com.moonsworth.lunar.client.translation	ClientLanguage	com.moonsworth.lunar.client.chat.translation	ClientLanguage	client locale enum (nl_NL/fr_FR/de_DE/en_US/...)
com.moonsworth.lunar.client.translation	ConstantReplacement	com.moonsworth.lunar.client.chat.translation	ConstantReplacement	constant translation replacement
com.moonsworth.lunar.client.translation	SharedTranslations	com.moonsworth.lunar.client.chat.translation	SharedTranslations	shared translation keys (cps/blocks/true/false)
com.moonsworth.lunar.client.translation	StringArrayReplacement	com.moonsworth.lunar.client.chat.translation	StringArrayReplacement	array translation replacement
com.moonsworth.lunar.client.translation	SupplierReplacement	com.moonsworth.lunar.client.chat.translation	SupplierReplacement	lazy supplier translation replacement
com.moonsworth.lunar.client.translation	Translatable	com.moonsworth.lunar.client.chat.translation	Translatable	translation lookup interface used by chat/notifications
com.moonsworth.lunar.client.translation	TranslationVariable	com.moonsworth.lunar.client.chat.translation	TranslationVariable	variable enum for translation templates
com.moonsworth.lunar.client.profile	HudPosition	com.moonsworth.lunar.client.config.profile	HudPosition	serialized HUD element position (quadrant/xPosition/screenWidth/scale) stored in mod profiles
com.moonsworth.lunar.client.profile	ModProfile	com.moonsworth.lunar.client.config.profile	ModProfile	mod profile (icon/name/displayName); PLAN config/ holds mod profiles
com.moonsworth.lunar.client.profile	ModProfileManager	com.moonsworth.lunar.client.config.profile	ModProfileManager	loads/saves mods.json/general.json/controls.json profiles
com.moonsworth.lunar.client.profile	ProfileColor	com.moonsworth.lunar.client.config.profile	ProfileColor	profile color (STATIC/RAINBOW/CHROMA)
com.moonsworth.lunar.client.profile	ProfileData	com.moonsworth.lunar.client.config.profile	ProfileData	enabled/value profile entry
com.moonsworth.lunar.client.profile.importer	BadlionProfileConfig	com.moonsworth.lunar.client.config.profile.importer	BadlionProfileConfig	Badlion data.json/info.json schema for profile import
com.moonsworth.lunar.client.profile.importer	BadlionProfileConverter	com.moonsworth.lunar.client.config.profile.importer	BadlionProfileConverter	maps Badlion HUD/mod settings to Lunar options (ProfileData/HudPosition/ProfileColor)
com.moonsworth.lunar.client.profile.importer	BadlionProfileImporter	com.moonsworth.lunar.client.config.profile.importer	BadlionProfileImporter	imports a Badlion profile directory into ModProfile/ModProfileManager
com.moonsworth.lunar.client.profile.importer	ConvertedProfile	com.moonsworth.lunar.client.config.profile.importer	ConvertedProfile	converted profile result holder (interface with Feather/Parsed variants)
com.moonsworth.lunar.client.profile.importer	ExternalProfileLocator	com.moonsworth.lunar.client.config.profile.importer	ExternalProfileLocator	locates BLClient-Mod-Profiles/feather configuration files under user.home/APPDATA
com.moonsworth.lunar.client.profile.importer	FeatherConvertedProfile	com.moonsworth.lunar.client.config.profile.importer	FeatherConvertedProfile	Feather-specific converted profile
com.moonsworth.lunar.client.profile.importer	FeatherProfileConfig	com.moonsworth.lunar.client.config.profile.importer	FeatherProfileConfig	Feather profile schema (hudAnchor/hudRelativeX/hudScale)
com.moonsworth.lunar.client.profile.importer	FeatherProfileConverter	com.moonsworth.lunar.client.config.profile.importer	FeatherProfileConverter	maps Feather HUD/mod settings to Lunar options
com.moonsworth.lunar.client.profile.importer	FeatherProfileImporter	com.moonsworth.lunar.client.config.profile.importer	FeatherProfileImporter	imports a Feather profile directory into ModProfileManager
com.moonsworth.lunar.client.profile.importer	ParsedProfileColor	com.moonsworth.lunar.client.config.profile.importer	ParsedProfileColor	parsed profile color used during import
