package	old	new	evidence	file
com.moonsworth.lunar.client.framework.feature.rewind.mixin	Rewind3	RewindFileReader	reads a rewind .zip (packets.dat + snapshots): SeekableByteChannel/DataInputStream, ZSTD/LZ4/ZLIB decompression, yields Nameplate2 packets; used by Rewind2_3 project	com/moonsworth/lunar/client/framework/feature/rewind/mixin/Rewind3.java
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.chest	Chest2	RewindTimelineBridge	@CallbackJS bridge registered as "rewindTimeline": cut/addTrack/addLayer/selectLayer(s)/moveLayer(s)/trimLayer/selectKeyframe(s)/moveKeyframe(s)/linkLayers	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/chest/Chest2.java
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.click	Click2	RewindTimelinesListBridge	@CallbackJS bridge registered as "rewindTimelinesList": selectTimeline/editTimelineName/duplicateTimeline/deleteTimeline/newTimeline	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/click/Click2.java
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.colorsaturation	Colorsaturation2	RewindPropertiesBridge	@CallbackJS bridge registered as "rewindProperties": add/remove/setProperty(Extended/Enabled), updatePropertyValue, previous/nextKeyframe, keyframe, showKeyframesInTimeline	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/colorsaturation/Colorsaturation2.java
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.fishing	Gui2Extension2	VideoOrientation	enum HORIZONTAL/VERTICAL implementing lighting.Gui2Extension; the "videoOrientation" export option checked in fishing/GuiIterator	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/fishing/Gui2Extension2.java
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.holograms	Holograms2	RewindEditorBridge	@CallbackJS bridge registered as "rewind": updatePreviewWindow/updateEditorLayout/exit/pause/save/undo/redo/forward/backward/goStart/goEnd/reload/setPlayhead/preview/zoom/overlays	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/holograms/Holograms2.java
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.rewindhandlersCore.mixin	Gui2Extension2	CameraMode	enum POV/FREE_CAMERA/FOLLOW/FORCE_FIRST_PERSON/FORCE_THIRD_PERSON_BACK/FRONT with isFirstPerson/isFixedToPlayer/forceThirdPersonView/getThirdPersonView; rewind camera option	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlers/rewindhandlersCore/mixin/Gui2Extension2.java
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlersNameplate.mixin	RewindhandlersNameplateImpl2	PersistentPixelBufferPool	RewindhandlersNameplate implementation using GL_PIXEL_PACK_BUFFER + persistent mapped buffers (glBufferStorage/glMapBufferRange, GL fence sync) to capture framebuffer frames; chosen when Ref.method43()	com/moonsworth/lunar/client/framework/feature/rewind/rewindhandlersNameplate/mixin/RewindhandlersNameplateImpl2.java
com.moonsworth.lunar.client.framework.feature.scrollabletooltips	Scrollabletooltips2	ScrollableTooltipsController	core scrollable-tooltips controller: tooltipFreeScroll/lineShiftMode options, ScrollableTooltips state, the three transformer handlers, scroll/scale handling	com/moonsworth/lunar/client/framework/feature/scrollabletooltips/Scrollabletooltips2.java
com.moonsworth.lunar.client.framework.feature.soundchanger	Soundchanger2	SoundChangerEntry	per-sound entry: Horsestats14 location, volume, prettyName, path parts; setVolume updates the sound engine; map value in SoundChanger	com/moonsworth/lunar/client/framework/feature/soundchanger/Soundchanger2.java
com.moonsworth.lunar.client.framework.feature.teamview	Data2	TeamViewMatcher	nested Teamview$Data2: String[] patterns + regex flag matching gametype/mode/map; Teamview$Data groups the three matchers	com/moonsworth/lunar/client/framework/feature/teamview/Teamview.java
com.moonsworth.lunar.client.framework.feature.titles	Titles2	TitleRenderer	holds Set<Titles> colour providers and draws the title/subtitle with fade/stay/fadeOut alpha and per-provider colour overrides; owned by mod/render/Titles	com/moonsworth/lunar/client/framework/feature/titles/Titles2.java
com.moonsworth.lunar.client.framework.feature.tps	Tps2	BedwarsLevelFormats	hypixel/bedwars_levels_format.json: List<Data> of name/colors/symbol used by HypixelMod to render the [level] tag	com/moonsworth/lunar/client/framework/feature/tps/Tps2.java
com.moonsworth.lunar.client.framework.feature.waila.mixin	Waila2	WailaLayout	List<Waila> rows + width/height; method1 stacks rows and renders; toString "WAILALayout"	com/moonsworth/lunar/client/framework/feature/waila/mixin/Waila2.java
com.moonsworth.lunar.client.framework.feature.waypoints.mixin	Gui2Loader2	ColeWeightWaypointImporter	Gui2Loader subclass importing ColeWeight waypoints (JSON array of skyblockLocation/options/x/y/z/colour) into GuiHandler2	com/moonsworth/lunar/client/framework/feature/waypoints/mixin/Gui2Loader2.java
com.moonsworth.lunar.client.glintcolorizer.nameplate.mixin	GlintcolorizerExtension3	NameplateGlintRenderer	extends the base GlintcolorizerExtension3 interface with nameplate render methods (Glintcolorizer5Iterator/Glintcolorizer4_2 + texture/draw); implemented by the glintcolorizer.nameplate mixins	com/moonsworth/lunar/client/glintcolorizer/nameplate/mixin/GlintcolorizerExtension3.java
com.moonsworth.lunar.client.heightlimit	Heightlimit2	ThreadedPresentSupport	singleton flag "Threaded Present Supported %b" (method1 logs + sets, isSupported); method3() getter	com/moonsworth/lunar/client/heightlimit/Heightlimit2.java
com.moonsworth.lunar.client.highlight.mixin.fishing	HighlightImpl12	EventPickBlock	fired from MinecraftMixin2.lunar$pickBlockEvent @Inject(middleClickMouse HEAD); recorded by RewindHandlers5.method18 -> PlayerStateRecorder writes holograms Nameplate2Impl6 (Ref.bridge$pickBlock)	com/moonsworth/lunar/client/highlight/mixin/fishing/HighlightImpl12.java
com.moonsworth.lunar.client.hitbox	Hitbox2	HudRow	HUD row element interface (method1 render at x/y, method2 width, method3 height) implemented by Hitbox2Handler (text), Handler2 (spacer), Handler3 (horizontal group), Handler4 (item icon); laid out by Hitbox	com/moonsworth/lunar/client/hitbox/Hitbox2.java
com.moonsworth.lunar.client.inactive.mixin.colorsaturation.mixin	Colorsaturation2	AnimationJsonParser	parses a Bedrock/GeckoLib animation JSON (animations/bones/rotation/position/scale/sound_effects/particle_effects/timeline) into software.bernie Animation; used by inactive/mixin/nameplate/Nameplate	com/moonsworth/lunar/client/inactive/mixin/colorsaturation/mixin/Colorsaturation2.java
com.moonsworth.lunar.client.inactive.mixin.holograms	Data2	InterpolationState	nested Holograms2Iterator$Data2: per-animatable interpolation cache (previous/current List<BoneSnapshot> + Evaluator + last tick) used by method4/method2	com/moonsworth/lunar/client/inactive/mixin/holograms/Holograms2Iterator.java
com.moonsworth.lunar.client.inactive.mixin.rewindhandlers.mixin	Rewindhandlers2	BoneHierarchyBuilder	builds the Bedrock bone tree from a BedrockModel: jgrapht DefaultDirectedGraph + CycleDetector + TopologicalOrderIterator, returns Map<String,Rewindhandlers>	com/moonsworth/lunar/client/inactive/mixin/rewindhandlers/mixin/Rewindhandlers2.java
com.moonsworth.lunar.client.lighting.mixin	LightingExtension44	CrosshairDrawOption	extends the base LightingExtension44 ("crosshairDraw", Codec.BOOL, true) with a 200ms HologramsImpl6 fade timer; owned by CrosshairChildMod	com/moonsworth/lunar/client/lighting/mixin/LightingExtension44.java
com.moonsworth.lunar.client.markers.mixin	Markers4	MarkerIconRenderer	renders a marker's icon texture (MarkersImpl field26.getTexture) on screen/world with RenderTypeBridge, throttled to the configured rate; used by the markers HUD	com/moonsworth/lunar/client/markers/mixin/Markers4.java
com.moonsworth.lunar.client.markers.nameplate	Nameplate2	PositionQuad	4-float position quad (one/two/three/four) with reset + accessors; toString "PositionQuad"	com/moonsworth/lunar/client/markers/nameplate/Nameplate2.java
com.moonsworth.lunar.client.markers.rewindhandlers	MarkersImpl2	ConfigureWaypointProps	Markers_3 serializer for a waypoint (server/world/name + x/y/z) with a Lombok-style builder (nested Data); toString "ConfigureWaypointProps.ConfigureWaypointPropsBuilder"	com/moonsworth/lunar/client/markers/rewindhandlers/MarkersImpl2.java
com.moonsworth.lunar.client.mod.combat	Data2	KnockbackGraphHud	nested KnockbackGroundGraph$Data2 extends MixinCore9 (70x70 TOP_LEFT): draws the knockback ground graph (bars/border/hits) from KnockbackGroundGraph$Data	com/moonsworth/lunar/client/mod/combat/KnockbackGroundGraph.java
