package	old	new	evidence
com.moonsworth.lunar.ichor.util	FatalIchorError6	AsmUtils	central ASM utility: ClassNode copy (method2), access-flag widening (method3-5), class name/superclass/interfaces from bytes (method6-8), hierarchy walk (method9-13), inner classes (method14/15), byte->ClassNode (method16), visible/invisible annotation find/add/remove (method17-32), ClassWriter write (method33), isStatic/isSynthetic, constant extraction from instructions (method35-41), boxing helpers (method42-46), annotation/FieldNode factories (method47/48)
com.moonsworth.lunar.ichor.util	FatalIchorError7	IoUtils	stream copy + toByteArray (method1 can leave the stream open); used by MappingSetUtils
com.moonsworth.lunar.ichor.util	FatalIchorError8	ClassEntry	lazily-parsed class holder: either raw byte[] or a ClassNode, with getClassNode()/getClassBytes(), method4(int) parse and className tracking; the per-class work item of the pipeline
com.moonsworth.lunar.ichor.util	FatalIchorError9	JarUtils	jar read/write helpers: method1 rewrites a jar applying a (name,bytes)->ClassBytes function, recursing into jar-in-jar; method2/3 wrappers; method4/5 rewrite TreeMap<name,bytes> to a File; method6/7 collect class names/bytes from a zip; method9 zip validity check
com.moonsworth.lunar.client.highlight.mixin.highlight	Data10	EventRenderHotbarPost	nested EventRenderInventoryScreen$Data10: post hotbar-render event (screen + x/y at scaledWidth/2-91, scaledHeight-22); fired by GuiIngameMixin3.lunar$renderHotbar wrapEvents after Data12; handled by SlotLocking/ItemDropProtection/HotbarKeyOverlay/SkyblockProtectItem to draw hotbar slot overlays	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderInventoryScreen.java
com.moonsworth.lunar.client.highlight.mixin.highlight	Data11	EventRenderHotbarItems	nested EventRenderInventoryScreen$Data11: hotbar-items pre-render event, fired at enableGUIStandardItemLighting in the hotbar render (GuiIngameMixin3.lunar$renderHotBarBeforeItem); SkyblockRarityBackground draws item rarity backgrounds	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderInventoryScreen.java
com.moonsworth.lunar.client.highlight.mixin.highlight	Data12	EventRenderHotbarPre	nested EventRenderInventoryScreen$Data12: hotbar pre-render event, fired at the start of the hotbar render (GuiIngameMixin3.lunar$renderHotbarPre / wrapEvents pre); cancellable base	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderInventoryScreen.java
com.moonsworth.lunar.client.highlight.mixin.highlight	Data13	EventRenderBipedModel	nested EventRenderModel$Data13: biped-model event with BodyPart allow (field4) / deny (field5) sets; fired by legacy ModelBipedMixin; consumed by Skins3d/FogIterator	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderModel.java
com.moonsworth.lunar.client.highlight.mixin.highlight	Data14	EventRenderModelPlayer	nested EventRenderModel$Data14: player-model variant of EventRenderModel (no BodyPart sets); fired by legacy ModelPlayerMixin	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderModel.java
com.moonsworth.lunar.client.highlight.mixin.highlight	Data2	EventFovModifierPost	nested EventFovModifier$Data2: post FOV-modifier stage (fovModifierHandPrev/fovModifierHand); handled by Zoom after FOV modifiers are computed	com/moonsworth/lunar/client/highlight/mixin/highlight/EventFovModifier.java
com.moonsworth.lunar.client.highlight.mixin.highlight	Data2	EventRenderEntityLabelValues	nested EventRenderEntityLabel$Data2: value-table record variant (entity + Object[] values + Bridge5_16 + MultiBufferSourceBridge + int)	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderEntityLabel.java
com.moonsworth.lunar.client.highlight.mixin.highlight	Data3	EventRenderEntityLabelLines	nested EventRenderEntityLabel$Data3: lines variant exposing Supplier<List<Component>>: getLines/unmodifiable, set(index,Component), add(0,Component), isModified; handled by Nametag/Tiertagger/RewindHandlers3Impl6	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderEntityLabel.java
com.moonsworth.lunar.client.highlight.mixin.highlight	Data5	EventRenderItemColorCancel	nested EventRenderItemColor$Data5: empty nested cancellable event (extends HighlightImpl) in the item-colour event file; no references in this partial tree	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderItemColor.java
com.moonsworth.lunar.client.highlight.mixin.highlight	Data8	EventRenderEntity	nested EventRenderEntityBase$Data8: concrete entity event carrying a BridgeExtension entity; fired from the entity-render mixins, consumed by SkyblockGiantHpAtFeet/ProfessorGuardianHp/SkeletonHelmetHud/RewindHandlers3Impl3 etc.	com/moonsworth/lunar/client/highlight/mixin/highlight/EventRenderEntityBase.java
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl23	EventRenderChat	cancellable ResultEvent (ALLOW/DENY) around GuiNewChat.drawChat(int) carrying the chat update counter; fired by legacy/v1_8/v1_12 GuiIngame mixins to let mods cancel chat rendering
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl25	EventRenderHotbar	empty cancellable ResultEvent at HEAD of the hotbar render (renderTooltip$v1_8/renderHotbar$v1_12); GuiIngameMixin3 cancels the render when the result is DENY
com.moonsworth.lunar.client.markers	Data2	DriverOverlayRegistrar	nested Markers2Handler$Data2: builder subclass that registers the built DriverOverlay into Markers2Handler.field1 (Markers2Handler.Data toString shows "DriverOverlay.DriverOverlayBuilder0")	com/moonsworth/lunar/client/markers/Markers2Handler.java
com.moonsworth.lunar.client.markers	Data2	DriverRouteRegistrar	nested Markers2Handler2$Data2: builder subclass that registers the built DriverRoute into Markers2Handler2.field1 (Markers2Handler2.Data toString shows "DriverRoute.DriverRouteBuilder0")	com/moonsworth/lunar/client/markers/Markers2Handler2.java
com.moonsworth.lunar.client.markers	GuiExtension_2	DriverGuiExtension	interface extending markers.mixin.gui.Gui/Gui2 with default onClick/key/coordinate/file-drop callbacks; implemented by the ~49 WebOSR driver GUI providers (markers.gui.*, markers.mixin.gui.*)
com.moonsworth.lunar.client.markers	Markers2	DriverElement	common two-boolean interface implemented by DriverOverlay (Markers2Handler) and DriverRoute (Markers2Handler2)
com.moonsworth.lunar.client.markers	Markers3	DriverViewContext	per-route view context interface (render/input/callback defaults) stored as Markers2Handler2.field34 and used by Markers3Handler/Markers3Iterator
com.moonsworth.lunar.client.markers	Markers4	DriverBridge	WebOSR driver JS bridge: @CallbackJS setScreen/requestPayload/unregisterPayload/setActiveRoute/setActiveOverlay/hideOverlay/invoke/onClick/openUri/copyToClipboard/... plus the provider-id -> GuiExtension_2 registry
com.moonsworth.lunar.client.markers	Markers5	DriverSettingExtension	abstract base for driver GUI extensions that expose Lunar settings (finds Lighting options by category/id); extended by Gui9
com.moonsworth.lunar.client.markers	MarkersImpl_2	VanillaHomeContext	extends Markers_3 adding "vanillaHome" to the driver JSON context
com.moonsworth.lunar.client.markers	MarkersType_2	WebOsrNative	native-library set enum ULTRALIGHT(UltralightCore/WebCore/Ultralight) / COMMON(WebOSR-Binding); loadWebOSR() System.loadLibrary's them
com.moonsworth.lunar.client.markers	MarkersType_3	DriverScreen	vanilla screen enum NULL/SINGLEPLAYER/MULTIPLAYER/SETTINGS/REALMS/LANGUAGE/HOSTED_WORLD_SETTINGS with initScreen function + requiresAuthentication
com.moonsworth.lunar.client.markers	Markers_2	DriverComponent	abstract driver UI component (x/y/width/height, children, 9 render/input callback hooks); base of the markers.gui / markers.mixin.gui components
com.moonsworth.lunar.client.markers	Markers_3	DriverContext	driver JSON context provider: method1 emits isMainMenu/streaming/creative (method2 overridable); extended by VanillaHomeContext/MarkersImpl
