package	old	new	evidence
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms12	RouteLink	"routeName:sectionIndex" reference parsed from swapOnComplete/swapOnLocked strings; method3 resolves the section through Holograms3_3.method23
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	HologramsType2	MapTickIcon	BetterMap tick textures skyblock/dungeon/map_icon/*.png: FANCY/HIGHRES/HYPIXEL_NEW/HYPIXEL_OLD _GREEN/_WHITE/_CROSS/_UNKNOWN + VANILLA_MAP_PLAYER; selected by room state (method23)
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	HologramsType3	RoomShape	room template shape 1x1/1x2/1x3/1x4/2x2/L/boss (@SerializedName); used as room size in room templates and for door scanning
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	HologramsType4	KingRelic	F7 king relics PURPLE/BLUE/RED/GREEN/ORANGE: relic item ids (PURPLE_KING_RELIC...), particle bounds, dead indicator, relic home/destination; detected from armor-stand helmet
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	HologramsType5	DungeonRoomType	room kinds SPAWN/CLEAR/MINIBOSS/PUZZLE/TRAP/FAIRY/BLOOD/BOSS/UNKNOWN/WITHER_DOOR with hasSecrets/color; to/from websocket DungeonRoomType proto
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	HologramsType6	SecretType	dungeon secret kinds BAT/CHEST/ITEM_DROP/ESSENCE/FAIRY_SOUL (toString humanized); chime in SkyblockCollectedSecret, type of RoomSecret
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	HologramsType7	MapGridShape	BetterMap grid layouts FOUR_BY_FOUR..SIX_BY_SIX with map margins/room+block sizes; detected from map item colors (getByDungeonMap)
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	HologramsType8	PuzzleType	puzzle solver kinds ICE_FILL/ICE_PATH/BLAZE_LOWER/UPPER/TP_MAZE/THREE_WEIRDOS/WATER_BOARD/TIC_TAC_TOE/QUIZ/BOULDER/BOMB/CREEPER_BEAMS located by map x/y
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	HologramsType9	ScoreGrade	dungeon score grades S+/S/A/B/C/D (thresholds 300/270/230/160/100) with colors; toComponent renders "Score: n (grade)"
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	HologramsType_2	BossMapFloor	boss minimap floor textures F1..F7_x with world bounds/topLeft/renderSize and skyblock/dungeon/boss_minimap/*.png
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	HologramsType_3	RoomRotation	room facing EAST/SOUTH/WEST/NORTH with x/z offsets and corner maths; to/from websocket DungeonRoomRotation proto
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms_2	DungeonUpdateAction	interface of outgoing dungeon-map updates: DungeonUpdate method1() + apply(Holograms2_5) method2; implemented by holograms/HologramsType22..26
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms_3	DungeonSync	applies incoming DungeonUpdatePush (EARLY_IN_DOOR/ROOM/UNKNOWN, ROOM_DETECTION, ROOM_SECRETS) to the map and broadcasts own updates via BroadcastDungeonUpdateRequest
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms_4	RoomDetection	detects a room's template hash + rotation from world blocks (method1/3/4/15); provides the rotation coordinate transforms (method6-12) used by holograms/Holograms3
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms_5	RoomStateChange	(oldType,newType,timestamp) event of a map room state timeline; appended by rewindhandlers/Rewindhandlers on type change, replayed by timestamp
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms_6	DungeonStats	stats provider interface for the map: map data + ints (rooms opened/completed, secrets, crypts, score, puzzles, deaths) and booleans; implemented by HologramsHandler over GuiRewindhandlersHandler23_2
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms_7	RoomSecret	room-template secret: SecretType type, pos, entrance, levers, superboom, redstone-key positions and found/flags; holograms/Holograms.secrets()
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms_8	RouteRequirements	cached per-route/section usability check: requires DUNGEONBREAKER (NameplateType2) when a section has BREAK_BLOCK points; filters routes in Holograms3_3
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms_9	BettermapSettings	per-HUD BetterMap settings holder: mapStyle/mapTickStyle/mapPlayerStyle/... ~50 Lighting options plus icon/scale/color helpers (option keys prefixed primary/secondary/spiritLeap)
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms_10	RouteTracker	hooks render/tick/sound/interaction events: draws the active route and records waypoints (chest/lever/mushroom/etherwarp/TNT/bat/item drop) into the current section
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Holograms_11	ParticleTrail	spawns a particle trail between two points with offset and normalized direction (FLAME path style used by RouteRenderer)
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Gui2Extension2	MapTickStyle	option MapTickStyle/SecondaryTickStyle/PuzzleTickStyle: FANCY/HIGHRES/SECRETS/ROOM_NAME/SECRETS_AND_NAME/HYPIXEL_NEW/HYPIXEL_OLD (+KNOWN/UNKNOWN_ROOM_VALUES)
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Gui2Extension3	PlayerNameDisplay	option PlayerNames: NEVER/LEAP_HELD/ALWAYS (show player names on the map only while holding Spirit Leap)
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Gui2Extension4	RoomInfoPosition	option CurrentRoomInfo: OFF/LEFT/RIGHT (position of the current-room info panel)
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Gui2Extension5	MapScoreStyle	option MapScoreInfo: NONE/SIMPLIFIED/LEGAL_MAP (score info rendering style)
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Gui2Extension6	MapStyle	option MapStyle: LEGAL_MAP/HYPIXEL/CUSTOM (colour palette used for rooms/doors on the map)
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Gui2Extension7	MapPlayerStyle	option MapPlayerStyle: OFF/ICONS/SELF_ICON/HEADS (player marker style)
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	JsonDeserializerIterator2	QuizKeyDeserializer	JsonDeserializer<QuizKey> for dungeon/quiz-key.json: compiles question regexes and answer sets/maps per group
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Data2	WaterBoardBlock	nested Holograms6.Data2 (NESTED row, needs nested-aware pass): one water-board solution block = offset + Type2 material + FLIP/UP/DOWN
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms	Type2	WaterBoardMaterial	nested Holograms6.Type2 (NESTED row, needs nested-aware pass): COAL/GOLD/QUARTZ/TERRACOTTA/EMERALD/DIAMOND/WATER blocks with relative pos
