package	old	new	evidence
com.moonsworth.lunar.network	MixinHelper62	GameBatchEvent	anyOf wrapper (schemaType "anyOf"); error "The JSON string is invalid for GameBatchEvent with anyOf schemas: GameBlogPostInteractionEvent, GameFailedParseEvent, GamePromotionInteractionEvent, GameRewindEditorSessionEvent, GameRewindLayerAddEvent, GameRewindProjectExportEvent, GameRewindRecordingEvent"
com.moonsworth.lunar.network	MixinHelper63	GameRewindLayer	oneOf wrapper (schemaType "oneOf"); error "The JSON string is invalid for GameRewindLayer with oneOf schemas: GameRewindLayerAudio, GameRewindLayerEffect, GameRewindLayerGameplay"
com.moonsworth.lunar.network	MixinHelper_2	GameEventApi	generated API service: method7 POSTs "/game/event/batch" with GameEventBatchPostRequest + ApiCallback, sync/async variants; holds ApiClient (network.mixin.MixinHelper) + serverIndex + basePath
com.moonsworth.lunar.client.guiRewindhandlers	Annotation2	DynamicListenerIsEnabled	@Target(METHOD) marker annotation with member Type method1(); nested enum Type{DYNAMICLISTENER_ISENABLED}; applied to DynamicListener.isEnabled() (GuiRewindhandlersHandler2) and option get() (GuiRewindhandlers2Extension)
com.moonsworth.lunar.client.guiRewindhandlers	Annotation3	TriggeredBy	@Retention(RUNTIME) annotation carrying Class<? extends GuiRewindhandlersHandler2> value(); LunarEventBus.method11 reads it and throws "Event X has a @TriggeredBy annotation, but does not extend DynamicListenerEvent" / "DynamicListenerEvent must be annotated with @TriggeredBy"
com.moonsworth.lunar.client.guiRewindhandlers	Data2	PersistentValues	nested GuiRewindhandlersHandler26$Data2: root config/lunar/persistent.json model - Map<String,Data> sbProfiles + SkyblockProtectItem.Data protectedItems	com/moonsworth/lunar/client/guiRewindhandlers/GuiRewindhandlersHandler26.java
com.moonsworth.lunar.client.guiRewindhandlers	Data3	BiomeDisplay	nested GuiRewindhandlersHandler27$Data3: (Biome, name) pair with name()/method1() colour/method2() biome; value returned by BiomeListener.method5 and used by Coordinates/Minimap	com/moonsworth/lunar/client/guiRewindhandlers/GuiRewindhandlersHandler27.java
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlers2	DependencyValue	interface method1(Runnable)/method2(Runnable) add/remove change listener; implemented by lighting option LightingExtension4; registered via GuiRewindhandlers3.method1 during supplier evaluation
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlers3	DependencyTracker	evaluates a Supplier inside LunarEventBus.method25, collects DependencyValue reads (static field1), (un)subscribes changed deps; method4() 500ms debounce
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlersHandler22	CpsListener	tracks left/right click timestamps (LongList, 1s window) from HighlightImpl3 DOWN; consumed by Cps HUD (leftCPS/rightCPS) and Keystrokes
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlersHandler23	HypixelLocationListener	sends /locraw, parses Rewindhandlers JSON into HypixelLocation, fires LocationEnterEvent/LocationEvent; used by IslandUtils/Markers2
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlersHandler24	TabListListener	caches tab-list player display names (ImmutableList<Component>/<String>) on HighlightImpl3; consumed by SkyblockScoreboardParser
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlersHandler25	LocalPlayerNameListener	resolves the local player's displayed tab-list name (tab entry UUID == memory UUID, fallback memory.getName()); used by GiftTracker/SlayerQuestListener/DungeonMapListener
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlersHandler26	PersistentValuesListener	saves/loads config/lunar/persistent.json keyed by ProfileIdListener; markDirty on EventSecond/HighlightImpl; consumed by Storageoverlay/SkyblockScathaTrackerHud/SkyblockProtectItem
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlersHandler27	BiomeListener	tracks the player's current Biome (Biome.fromBiomeBridgeOrNull / localized biome name) as BiomeDisplay; consumed by Coordinates/Minimap
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlersHandler28	ScoreboardListener	caches sidebar objective lines (Component/text/legacy) from HighlightImpl2; consumed by SlayerQuestListener/SkyblockTimeListener/DungeonFloorListener/DungeonScoreListener/DungeonMapListener
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlersHandler29	KnockbackListener	tracks motionY/onGround/hurt-animation/damage-source and fires Knockbacktrainer event (flag, DamageSourceBridge)
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlersHandler2_2	ScreenTitleListener	tracks the current container screen (Bridge5Extension_3) and its title key/text on EventScreenChange; used by Framework7Extension2.getTitle()/method13
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlersHandler3	RefCountedListener	abstract GuiRewindhandlers with ref-counted onEnable/onDisable (count 1/0); used anonymously by GuiModuleManager to add/remove modules
com.moonsworth.lunar.client.guiRewindhandlers	GuiRewindhandlers_2	LambdaFactory	LambdaMetafactory helper: method1/2/3 build Consumer/Runnable/Supplier from a Method + receiver via MethodHandles.privateLookupIn
