package	old	new	evidence	file
com.moonsworth.lunar.client.util.nameplate	Data11	StrictUnboundedMapCodec	nested Nameplate$Data11: MapCodec/BaseMapCodec that rejects empty or invalid entries and toStrings "StrictUnboundedMapCodec"; built by Nameplate.method11 (matches MC ExtraCodecs.StrictUnboundedMapCodec)	com/moonsworth/lunar/client/util/nameplate/Nameplate.java
com.moonsworth.lunar.forge	MixinMisc2	ClassPatch	binary class-patch descriptor: sourceClassName -> target (field1), required flag + Adler32 checksum (field3) and patch bytes (field4); method2 applies via Bootstrap2.patch; toString "Binpatch <src> -> <dst> (<n> bytes)"	com/moonsworth/lunar/forge/MixinMisc2.java
com.moonsworth.lunar.forge	MixinMisc3	ClassPatchRegistry	builds the class-rename map (field1), anonymous-inner rename map (field2, normalises $N suffix) and patched-byte cache (field3) from a MixinMisc patch set; queried by Ichor2Handler_2.method2	com/moonsworth/lunar/forge/MixinMisc3.java
com.moonsworth.lunar.ichor.api	IchorAPI2	IchorClassLoader	class-loader contract exposing the Ichor7 pipeline: method1() pipeline, method2(String,byte[]) defineClass, loadClass(String,boolean), method3(URLClassLoader), method4() loader; the mixin service casts the launching classloader to it (MixinServiceAbstractImpl, IClassProvider)	com/moonsworth/lunar/ichor/api/IchorAPI2.java
com.moonsworth.lunar.ichor.api	IchorAPI3	IchorExclusionFilter	exclusion contract: method1(Set<String>) installs the excluded set, isExcluded(String) tests it; no users left in this partial tree	com/moonsworth/lunar/ichor/api/IchorAPI3.java
com.moonsworth.lunar.replaymod.forge.v1_12.mixin	MixinHelper2	ConnectionEventHandlerAccessor	accessor for ConnectionEventHandler.guiControls (brige$getGuiControls); implemented by ConnectionEventHandlerMixin @Mixin(ConnectionEventHandler) (1.12 flavour)	com/moonsworth/lunar/replaymod/forge/v1_12/mixin/MixinHelper2.java
com.moonsworth.lunar.replaymod.forge.v1_12.mixin	MixinHelper3	PacketListenerAccessor	accessor for PacketListener.outputPath (bridge$getOutputPath); implemented by PacketListenerMixin @Mixin(PacketListener) (1.12 flavour)	com/moonsworth/lunar/replaymod/forge/v1_12/mixin/MixinHelper3.java
com.moonsworth.lunar.replaymod.forge.v1_8.mixin	MixinHelper2	ConnectionEventHandlerV1_8Accessor	1.8 twin of the ConnectionEventHandler.guiControls accessor; implemented by ConnectionEventHandlerV1_8Mixin	com/moonsworth/lunar/replaymod/forge/v1_8/mixin/MixinHelper2.java
com.moonsworth.lunar.replaymod.forge.v1_8.mixin	MixinHelper3	PacketListenerV1_8Accessor	1.8 twin of the PacketListener.outputPath accessor; implemented by PacketListenerV1_8Mixin	com/moonsworth/lunar/replaymod/forge/v1_8/mixin/MixinHelper3.java
com.moonsworth.lunar.annotations	Annotation3	SourceMarker	SOURCE-retention marker annotation with @Target({PARAMETER, METHOD}) and no members; part of the dead lunar.annotations family (no references in this partial tree)	com/moonsworth/lunar/annotations/Annotation3.java
com.moonsworth.lunar.bridge.glintcolorizer.mixin	Glintcolorizer2	PackFiltersBridge	bridge accessor for a resource-pack filter list: bridge$getPackFilters()/bridge$setPackFilters(List<String>); sibling Glintcolorizer exposes the pack parent dir	com/moonsworth/lunar/bridge/glintcolorizer/mixin/Glintcolorizer2.java
com.moonsworth.lunar.bridge.hitbox	Hitbox2	StatBaseBridge	empty marker interface implemented by StatBaseMixin @Mixin(net.minecraft.stats.StatBase); the stat cast type used by StatFileWriterMixin/StatisticsFileMixin (Hitbox is the StatFileWriter bridge)	com/moonsworth/lunar/bridge/hitbox/Hitbox2.java
com.moonsworth.lunar.bridge.hitcolor	Hitcolor2	TileEntityChestBridge	bridge for TileEntityChest: bridge$isVisuallyOpen() returns lidAngle != 0; implemented by TileEntityChestMixin @Mixin(TileEntityChest)	com/moonsworth/lunar/bridge/hitcolor/Hitcolor2.java
com.moonsworth.lunar.bridge.horsestats.mixin	HorsestatsType2	ParticleType	particle-type enum: BLOOD + ~130 vanilla particle resource locations/aliases (AMBIENT_ENTITY_EFFECT..GEYSER_PLUME) with getAlias/getDisplayName, ID_MAP/NAME_MAP from Horsestats data providers	com/moonsworth/lunar/bridge/horsestats/mixin/HorsestatsType2.java
com.moonsworth.lunar.bridge.mixin	MixinHelper2	ClickEventBridge	bridge for net.minecraft.event.ClickEvent: bridge$getValue() shadows ClickEvent.getValue; implemented by ClickEventMixin @Mixin(ClickEvent)	com/moonsworth/lunar/bridge/mixin/MixinHelper2.java
com.moonsworth.lunar.client	Gui2Handler2	Badge	cosmetic badge metadata (id, name, description, resource, resourceUi, expiry Instant, animated) rendering the markers.mixin.gui.Gui2 JSON; equipped through the websocket EquipBadgeRequest (Gui6, EntityRenderer4, Memory)	com/moonsworth/lunar/client/Gui2Handler2.java
com.moonsworth.lunar.client.alert.mixin	Alert2	AlertCondition	interface of the criteria/alert engine implemented by Alert and Alert2Handler: method1 triggers by AlertType, method2() type, method3() value, method4/5/6 set/clear criteria; used as Framework.field4 Lightoverlay9<Alert2<Framework7Extension,Boolean>>	com/moonsworth/lunar/client/alert/mixin/Alert2.java
com.moonsworth.lunar.client.click.fishing	Fishing2	LoadableResource	loadable resource entry (isLoaded(), getName(), method3() registers itself via Fishing3.method14().method4); members of a Fishing category, iterated from FogHandler2.init	com/moonsworth/lunar/client/click/fishing/Fishing2.java
com.moonsworth.lunar.client.click.rewindhandlers	Rewindhandlers2	GlyphTexture	one cached text/glyph texture pass (int id + optional ResourceLocation): binds/parameterises it through the RenderSystem bridge and deletes it; aggregated by Rewindhandlers (text cache keyed by string/color/shadow)	com/moonsworth/lunar/client/click/rewindhandlers/Rewindhandlers2.java
com.moonsworth.lunar.client.fog.rewindhandlers	RewindhandlersType2	FeatureFlag	client feature-flag enum (ADVENT, ANNIVERSARY_PARTICLES, DEV_TOOLS, REWIND, TURBO_*, SENTRY_*, THROW_ON_WRONG_THREAD_*): identifier + dynamicReset BooleanConsumer + value; FeatureFlagDebug and LunarEventBus gate on isEnabled()	com/moonsworth/lunar/client/fog/rewindhandlers/RewindhandlersType2.java
com.moonsworth.lunar.client.framework	Data2	Spacer	nested HudComponentGroup$Data2: zero-size HudComponent used as flexible spacing (the leftover width/height is split across its instances)	com/moonsworth/lunar/client/framework/HudComponentGroup.java
com.moonsworth.lunar.client.framework.feature	Module2	ModOptionOverrides	per-mod option override map (Map<String,Object>) keyed by property name; method1 returns the recorded override while replaying, method2 records changes to the active rewind; built with the owning Framework7Extension	com/moonsworth/lunar/client/framework/feature/Module2.java
com.moonsworth.lunar.client.framework.feature.armorstatus.mixin	Gui2Extension4	DurabilityDisplayMode	ArmorStatus durability option: VALUE ("value") / PERCENT ("percent") / NONE ("none"); switched in armorstatus/nameplate/Nameplate.method1	com/moonsworth/lunar/client/framework/feature/armorstatus/mixin/Gui2Extension4.java
com.moonsworth.lunar.client.framework.feature.armorstatus.nameplate.mixin	Framework7Extension2	ArmorStatusElementChildMod	ArmorStatus per-slot child mod (own "ARMORSTATUS_<slot>_CHILD" id; durability position/background/border options); exception string "ArmorStatusElementChildMod must be created using ArmorStatusElementChildMod.create()!"	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/mixin/Framework7Extension2.java
com.moonsworth.lunar.client.framework.feature.blockoutline	Gui2Extension2	BlockOutlineMode	BlockOutline render mode: STATIC/RAINBOW/BLEND/INVERTED/DARKEN with "outlineMode*" ids and a RenderTypeBridge supplier	com/moonsworth/lunar/client/framework/feature/blockoutline/Gui2Extension2.java
com.moonsworth.lunar.client.framework.feature.cooldowns.mixin	CooldownsImpl2	IconCooldown	Cooldowns subclass drawing an Apollo Icon resource through Bridge7Iterator.method48 (the item-stack sibling is CooldownsImpl)	com/moonsworth/lunar/client/framework/feature/cooldowns/mixin/CooldownsImpl2.java
com.moonsworth.lunar.client.framework.feature.coordinates	CoordinatesChildHudModImpl2	CoordinatesDirectionChildMod	CoordinatesChildHudMod child adding cardinalDirection/directionAffect/directionAffectXColor/ZColor options (the biome-colour sibling is CoordinatesChildHudModImpl)	com/moonsworth/lunar/client/framework/feature/coordinates/CoordinatesChildHudModImpl2.java
com.moonsworth.lunar.client.framework.feature.debug.optimizationdebugmod	OptimizationdebugmodType2	OptimizationDebugRenderTarget	OptimizationDebugMod render targets ENTITY/BLOCK_ENTITY/LEVEL with min MC version; valuesOnVersion() and shouldRender()/shouldCancel() (OptimizationDebugMod.method13 = not excluded)	com/moonsworth/lunar/client/framework/feature/debug/optimizationdebugmod/OptimizationdebugmodType2.java
com.moonsworth.lunar.client.framework.feature.hypixelbedwars.mixin	Hypixelbedwars2	BedwarsTeamColorMapper	BedWars team colour mapper: colour name -> 0..7 index resolved per map/mode from the HypixelBedwars JSON ("map"/"modes"/"default"), static colour name table; HypixelBedwars.field27	com/moonsworth/lunar/client/framework/feature/hypixelbedwars/mixin/Hypixelbedwars2.java
com.moonsworth.lunar.client.framework.feature.inventorymod.mixin	GuiRewindhandlersHandler2	InventoryScreenPreserver	EventScreenOpen handler that remembers the opened container screen, time and mouse position and asks Extension.shouldPreserve(...) so the inventory screen is kept open/varied during rewind	com/moonsworth/lunar/client/framework/feature/inventorymod/mixin/GuiRewindhandlersHandler2.java
