package	old	new	evidence
com.moonsworth.lunar.client.framework.feature.rewind	RewindIterator23	GameplaySegment	replay timeline clip of type "gameplay" (extends RewindIterator2_2): camera/fov/speed/sounds/packs, markers and thumbnail
com.moonsworth.lunar.client.framework.feature.rewind	RewindIterator_2	ReplayHandlerImpl	implements Rewind_4 (ReplayHandler): manages the deque of replay data segments (RewindIterator2), pause/start/end time, recording, mark/tick, handleReplayPacket, onReplayClosed, endReplay; created by RewindHandlers5
com.moonsworth.lunar.client.framework.feature.rewind	Rewind_2	EffectSegment	replay timeline clip of type "effect" (extends RewindIterator<Rewind_2>); base of the image/text clips
com.moonsworth.lunar.client.framework.feature.rewind	Rewind_4	ReplayHandler	replay handler interface: getReplayFileList/isPaused/pause/getStartTime/getEndTime/isRecording/setRecording/mark/tick/getCurrentLocation/handleReplayPacket/onReplayClosed/endReplay + static packet write/merge helpers; implemented by RewindIterator_2
com.moonsworth.lunar.client.inactive.mixin.fishing	FishingHandler3	AttachToOwnerTask	toString "AttachToOwnerTask{bone=...}"; attaches the cosmetic entity to a bone of its owner (@Annotation27("attached_bone"))
com.moonsworth.lunar.client.inactive.mixin.fishing	FishingHandler4	AbstractTask	abstract task base with a "continuous" flag: isCancellable()=continuous, canStart=!continuous, canContinue=true; superclass of the LookAt* tasks
com.moonsworth.lunar.client.inactive.mixin.fishing	FishingHandler42	LookAtOwnerTask	toString "LookAtOwnerTask"; makes the entity look at its owner's position
com.moonsworth.lunar.client.inactive.mixin.fishing	FishingHandler43	LookAtTargetTask	toString "LookAtTargetTask"; makes the entity look at its recorded target
com.moonsworth.lunar.client.inactive.mixin.fishing	FishingHandler44	LookAtTask	toString "LookAtTask"; makes the entity look at a molang-evaluated yaw
com.moonsworth.lunar.client.inactive.mixin.fishing	FishingHandler45	LookAtBlockTask	toString "LookAtBlockTask"; makes the entity look at a molang-evaluated (x,z) block
com.moonsworth.lunar.client.inactive.mixin.fishing	FishingHandler5	MoveToOwnerTask	toString "MoveToOwnerTask{distance=...}"; pathfinds the entity to its owner within a distance
com.moonsworth.lunar.client.inactive.mixin.fishing	FishingHandler6	AbstractTimedTask	abstract task base (canStart=true, empty start/tick) leaving canContinue abstract; superclass of TeleportToOwnerTask
com.moonsworth.lunar.client.inactive.mixin.fishing	FishingHandler62	TeleportToOwnerTask	toString "TeleportToOwnerTask{min_radius,max_radius,duration}"; teleports the entity to a random spot near its owner
