package	old	new	evidence	file
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl2	EventAttack	fired at HEAD of Minecraft.clickMouse() with this.objectMouseOver (MinecraftMixin2:266); Killsounds.method5 reads method1()=MovingObjectPositionBridge and registers a MELEE kill when it hits an entity with hurtTime==0; only consumer is the kill-sounds stack
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl13	EventRenderPlayerModel	fired in RenderPlayer.renderModel right before super.renderModel (RenderPlayerEventMixin:73) with (player, Matrix4f modelMatrix, model, partialTicks)
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl14	EventMouseMove	cancellable mouse-delta event with method1()/method2() = dx/dy; Freelook.method2 cancels it and adds the delta to the free-camera yaw/pitch, SkyblockLockMouse.method1 scales or cancels it, RewindHandlers3Updater.method11 cancels it during replay
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl142	EventPlayerSleep	fired on a player's bed-sleep attempt with (player, BlockPos, EnumStatus) where EnumStatus is OK/NOT_POSSIBLE_HERE/NOT_POSSIBLE_NOW/TOO_FAR_AWAY/OTHER_PROBLEM/NOT_SAFE; extends HighlightImpl14_2 (no consumers left in tree)
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl15	EventPlayerRemove	fired at TAIL of World.removeEntity specifically for Bridge6_10 players (WorldEventMixin:266); FogHandler/Highlight3Iterator27/Skins3d(Pkg4)/StarredMobHighlight/SkyblockFishingHotspotLocator/HologramEntityListener evict the player from their caches
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl16	EventFog	fired throughout EntityRenderer.setupFog (EntityRendererMixin2:377) as a cancellable fog render event carrying a FogKind + stage; Fog.method2 adjusts density/start/end
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl17	EventEntityHurtAnimation	fired after EntityLivingBase.performHurtAnimation (EntityLivingBaseEventMixin:144/151) with (entity, yaw=0.0F); GuiRewindhandlersHandler29.method3 records the hurt time for the local player
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl18	EventItemUse	fired at HEAD of ItemStack.useItemRightClick (ItemStackMixin2:30/41) with (player, itemStack); GuiRewindhandlers6.method1 counts egg/snowball/ender-pearl throws, SkyblockSmoothTeleport/SkyblockFishingHotspotLocator/EtherwarpPreview read the used item
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl19	EventEntityInteract	abstract right-click-entity event fired at HEAD of PlayerControllerMP.interactWithEntity (PlayerControllerMPMixin2:208/225/244), cancellable; concrete inner Data is consumed by SkyblockArrowAlign
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl20	EventEntityJoinWorld	cancellable event fired from World.spawnEntity/loadEntities/joinEntityInSurroundings (WorldEventMixin:188/220/255) with (entity, world); HologramEntityListener/StarredMobHighlight/SkyblockDungeonRoutes add the entity to their trackers
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl21	EventEntityMovement	fired at TAIL of NetHandlerPlayClient.handleEntityMovement (NetHandlerPlayClientMixin2:414) with (entity, onGround); SkyblockKuudraWaypoints.method3 and SkyblockDungeonBloodCampHelper.method4 track moving entities
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl22	EventTotemPop	fired when a totem activates: EntityRenderer.displayItemActivation for TOTEM_OF_UNDYING (EntityRendererMixin2:1390) and NetHandlerPlayClient entity-status totem particle (NetHandlerPlayClientMixin:183); TotemCounter.method5 increments the per-UUID pop count
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl23	EventItemUseFinish	fired at HEAD of EntityPlayer.onItemUseFinish (EntityLivingBaseEventMixin:97, EntityPlayerNameplateMixin:37) with (player, itemInUse); GuiRewindhandlers6.method2 counts golden-apple healing
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl_2	EventPlayerDeath	cancellable event fired at HEAD of EntityPlayerMP.onDeath (EntityPlayerMPMixin:37) with the dying EntityLivingBase; normalized duplicate of the plain HighlightImpl (mixinCore subtree)
com.moonsworth.lunar.client.highlight.fishing	HighlightBase2	EventLivingEntityBase	abstract event base carrying a BridgeExtension2_5 (EntityLivingBase) plus method1(); only concrete use is the scale event Data7
com.moonsworth.lunar.client.highlight.fishing	HighlightBase3	EventEntityChunkBase	abstract event base carrying a BridgeExtension (Entity); its only concrete subclass Data4 adds chunk x/z
com.moonsworth.lunar.client.highlight.fishing	Data2	EventFogColor	nested HighlightImpl16$Data2: fog colour event (FogKind, density double, red/green/blue); Fog.method1 remaps the RGB through the configured fog-colour option	com/moonsworth/lunar/client/highlight/fishing/HighlightImpl16.java
com.moonsworth.lunar.client.highlight.fishing	Data3	EventFogRange	nested HighlightImpl16$Data3: fog start/end event (FogKind, value, boolean, start, end); Fog.method3 rewrites method4()/method5() via method1(start,end) on 1.12+	com/moonsworth/lunar/client/highlight/fishing/HighlightImpl16.java
com.moonsworth.lunar.client.highlight.fishing	Type2	FogKind	nested HighlightImpl16$Type2: fog kinds LAVA/WATER/POWDER_SNOW/RENDER_DISTANCE/BLINDNESS/DARKNESS/DIMENSION/BOSS/ATMOSPHERIC; Fog.method4/method5 switch on it (FogType is taken by the account-type enum)	com/moonsworth/lunar/client/highlight/fishing/HighlightImpl16.java
com.moonsworth.lunar.client.highlight.fishing	Data6	EventLivingEntity	nested HighlightBase2$Data6: plain entity-only variant of the living-entity event base (no extra payload)	com/moonsworth/lunar/client/highlight/fishing/HighlightBase2.java
com.moonsworth.lunar.client.highlight.fishing	Data7	EventEntityScale	nested HighlightBase2$Data7: entity scale event (entity + scale); fired in RendererLivingEntityGlowMixin.preRenderCallback (387/403) and consumed by MobSize.method2 which sets method1(scale)	com/moonsworth/lunar/client/highlight/fishing/HighlightBase2.java
com.moonsworth.lunar.client.highlight.fishing	Data4	EventEntityChunk	nested HighlightBase3$Data4: entity-enters-chunk event (entity + chunkX + chunkZ); fired from Chunk.addEntity (ChunkLightingMixin:208)	com/moonsworth/lunar/client/highlight/fishing/HighlightBase3.java
com.moonsworth.lunar.client.highlight.fishing	Data7	EventProjectileSpawn	nested HighlightBase$Data7: projectile spawn event (projectile + nullable thrower/angler); fired from NetHandlerPlayClient spawn-arrow/fishhook (NetHandlerPlayClientMixin2:153/155), consumed by Killsounds.method2 and FishingHookTracker.method1	com/moonsworth/lunar/client/highlight/fishing/HighlightBase.java
com.moonsworth.lunar.client.highlight.fishing	Data8	EventProjectileHit	nested HighlightBase$Data8: projectile hit event (projectile + hit entity); fired from EntityArrow hit paths (EntityArrowMixin:35/51/53), consumed by Killsounds.method3 for ARROW kills	com/moonsworth/lunar/client/highlight/fishing/HighlightBase.java
com.moonsworth.lunar.client.highlight.fishing	Data9	EventProjectileRemove	nested HighlightBase$Data9: projectile removal event (projectile only); fired from World.removeEntity for BridgeExtension2_3 (WorldEventMixin:270), consumed by Killsounds.method4 and FishingHookTracker.method2	com/moonsworth/lunar/client/highlight/fishing/HighlightBase.java
