package	old	new	evidence	file
com.moonsworth.lunar.client.framework.feature.mod.fishing.holograms.nameplate	NameplateType2	PickaxeTier	enum NONE/DUNGEONBREAKER; from(ItemStack) via SkyblockItemUtil "DUNGEONBREAKER", getFullDisplayComponent; used as Holograms6_2.pickaxeTier route requirement	com/moonsworth/lunar/client/framework/feature/mod/fishing/holograms/nameplate/NameplateType2.java
com.moonsworth.lunar.client.framework.feature.mod.impl.chest.dungeon.dungeonwaypoints	Dungeonwaypoints3	DungeonWaypointManager	repository over Dungeon-Waypoints/{rooms,boss,presets.json}: load/save room and boss waypoint maps, preset selection, legacy migration helpers	com/moonsworth/lunar/client/framework/feature/mod/impl/chest/dungeon/dungeonwaypoints/Dungeonwaypoints3.java
com.moonsworth.lunar.client.framework.feature.mod.impl.chest.dungeon.dungeonwaypoints	Dungeonwaypoints4	DungeonWaypointRaycast	raycast target tracker: toggles, Vec3iBridge target with getViewVector/reach (60/5), used to place waypoints	com/moonsworth/lunar/client/framework/feature/mod/impl/chest/dungeon/dungeonwaypoints/Dungeonwaypoints4.java
com.moonsworth.lunar.client.framework.feature.mod.impl.chest.dungeon.dungeonwaypoints	Dungeonwaypoints5	DungeonWaypointCodec	import/export: "lcdwp1:" share code + zip (manifest.json, rooms/, boss/) with nested Data	com/moonsworth/lunar/client/framework/feature/mod/impl/chest/dungeon/dungeonwaypoints/Dungeonwaypoints5.java
com.moonsworth.lunar.client.framework.feature.mod.impl.chest.dungeon.dungeonwaypoints	Dungeonwaypoints_2	DungeonWaypointDecoder	@FunctionalInterface decode(String) -> Dungeonwaypoints5.Data, the share-code decoder chain	com/moonsworth/lunar/client/framework/feature/mod/impl/chest/dungeon/dungeonwaypoints/Dungeonwaypoints_2.java
com.moonsworth.lunar.client.framework.feature.rewind.mixin.nameplate	Data2	Zip64EndOfCentralDirectory	nested Nameplate$Data2: ZIP64 EOCD record (entryCount, centralDirectorySize, centralDirectoryOffset); built by Nameplate.method3	com/moonsworth/lunar/client/framework/feature/rewind/mixin/nameplate/Nameplate.java
com.moonsworth.lunar.client.framework.feature.rewind.mixin.nameplate	Data3	ZipLocalFileHeader	nested Nameplate$Data3: local file header (name length, extra length); built by Nameplate.method6	com/moonsworth/lunar/client/framework/feature/rewind/mixin/nameplate/Nameplate.java
com.moonsworth.lunar.client.framework.feature.rewind.mixin.nameplate	Data4	ZipEntryLocation	nested Nameplate$Data4: located stored entry (dataOffset, compressedSize); returned by Nameplate.method1	com/moonsworth/lunar/client/framework/feature/rewind/mixin/nameplate/Nameplate.java
com.moonsworth.lunar.client.framework.feature.rewind.mixin.nameplate	Data5	Zip64ExtraField	nested Nameplate$Data5: resolved ZIP64 extra-field values (compressedSize, localHeaderOffset); built by Nameplate.method4	com/moonsworth/lunar/client/framework/feature/rewind/mixin/nameplate/Nameplate.java
com.moonsworth.lunar.client.guiRewindhandlers.rewindhandlers	GuiRewindhandlersHandler2	HypixelPartyTracker	parses Hypixel party chat ("joined the dungeon group", "You have joined <name>'s party!", "Party Leader:", "has left the party", "was disbanded") into PartyState and runs "/party list"	com/moonsworth/lunar/client/guiRewindhandlers/rewindhandlers/GuiRewindhandlersHandler2.java
com.moonsworth.lunar.client.guiRewindhandlers.rewindhandlers	GuiRewindhandlersHandler22	TpsTracker	rolling TPS estimate from HighlightImpl4/9 ticks over a 30-sample queue; renders "TPS: n"	com/moonsworth/lunar/client/guiRewindhandlers/rewindhandlers/GuiRewindhandlersHandler22.java
com.moonsworth.lunar.client.guiRewindhandlers.rewindhandlers	Rewindhandlers2	HypixelLocation	@SerializedName(server,gametype,mode,map,lobbyname,skyBlockLocation); toString leaks "HypixelLocation(...)"	com/moonsworth/lunar/client/guiRewindhandlers/rewindhandlers/Rewindhandlers2.java
com.moonsworth.lunar.client.guiRewindhandlers.rewindhandlers	Rewindhandlers3	PartyState	party state: Set<String> members + leader name; produced by HypixelPartyTracker	com/moonsworth/lunar/client/guiRewindhandlers/rewindhandlers/Rewindhandlers3.java
